employee_id,date,status
1,2020-11-02,Leave
1,2021-04-16,Absent
1,2016-01-17,Present
1,2021-04-11,Present
1,2015-03-25,Leave
1,2023-07-25,Absent
1,2016-04-02,Leave
1,2018-09-13,Present
1,2020-10-21,Absent
1,2016-05-12,Present
1,2016-04-10,Present
1,2016-07-20,Absent
1,2022-03-03,Present
1,2019-09-09,Absent
1,2017-01-30,Leave
1,2022-05-24,Absent
1,2016-04-30,Present
1,2015-04-15,Present
1,2018-05-09,Leave
1,2018-04-26,Leave
1,2014-10-08,Leave
1,2024-05-21,Absent
1,2020-11-16,Present
1,2014-10-01,Leave
1,2022-03-05,Absent
1,2018-12-28,Absent
1,2015-06-22,Absent
1,2019-11-17,Absent
1,2023-01-02,Absent
1,2022-07-21,Leave
1,2023-01-07,Leave
1,2021-11-24,Absent
1,2017-03-30,Leave
1,2022-02-26,Leave
1,2017-02-04,Leave
1,2015-05-23,Leave
1,2015-09-02,Leave
1,2021-07-10,Present
1,2022-11-03,Absent
1,2015-03-09,Absent
1,2018-02-06,Absent
1,2016-06-23,Leave
1,2023-09-04,Absent
1,2014-09-30,Absent
1,2024-05-13,Present
1,2021-02-21,Present
1,2024-03-22,Absent
1,2015-02-07,Leave
1,2023-01-02,Leave
1,2019-10-21,Present
1,2022-04-29,Present
1,2023-10-05,Absent
1,2016-09-23,Absent
1,2023-09-12,Leave
1,2018-02-03,Present
1,2022-07-15,Present
1,2023-02-21,Leave
1,2019-08-01,Absent
1,2021-08-02,Present
1,2016-06-18,Absent
1,2022-04-18,Present
1,2023-06-02,Present
1,2023-01-19,Present
1,2015-12-22,Absent
1,2018-06-26,Present
1,2020-01-17,Leave
1,2022-12-03,Leave
1,2023-11-11,Leave
1,2019-07-19,Leave
1,2024-03-05,Absent
1,2018-10-02,Present
1,2015-05-25,Present
1,2017-04-02,Absent
1,2015-07-14,Absent
1,2017-04-06,Present
1,2017-08-26,Present
1,2023-11-22,Leave
1,2023-01-22,Present
1,2017-10-03,Present
1,2014-09-26,Absent
1,2020-12-17,Leave
1,2016-01-24,Leave
1,2020-12-07,Leave
1,2016-09-05,Present
1,2019-10-18,Present
1,2019-05-27,Absent
1,2018-05-08,Leave
1,2020-01-27,Leave
1,2016-06-10,Leave
1,2019-09-25,Present
1,2015-04-15,Leave
1,2015-10-08,Present
1,2020-02-16,Absent
1,2017-12-10,Leave
1,2015-10-02,Leave
1,2018-10-09,Leave
1,2020-01-31,Absent
1,2017-03-18,Present
1,2024-02-05,Present
1,2016-04-03,Present
1,2022-03-28,Absent
1,2018-11-04,Leave
1,2021-05-04,Leave
1,2020-05-06,Leave
1,2014-12-26,Absent
1,2015-12-05,Leave
1,2014-11-24,Present
1,2014-09-25,Present
1,2021-07-23,Present
1,2020-09-19,Present
1,2022-06-30,Leave
1,2022-01-02,Absent
1,2021-10-07,Present
1,2023-09-06,Absent
1,2021-06-27,Present
1,2021-01-30,Leave
1,2018-10-09,Present
1,2023-10-10,Present
1,2015-08-02,Leave
1,2018-09-19,Absent
1,2021-08-27,Leave
1,2020-08-01,Present
1,2020-08-24,Absent
1,2019-12-21,Leave
1,2018-07-24,Present
1,2017-05-08,Leave
1,2022-09-10,Absent
1,2020-04-21,Present
1,2019-06-21,Absent
1,2015-06-06,Leave
1,2021-08-28,Leave
1,2020-08-23,Leave
1,2016-07-21,Present
1,2022-01-07,Leave
1,2020-02-15,Present
1,2018-02-16,Present
1,2022-05-05,Present
1,2020-03-28,Absent
1,2015-03-07,Leave
1,2016-09-28,Leave
1,2021-06-24,Present
1,2016-08-27,Present
1,2018-07-24,Absent
1,2019-02-25,Absent
1,2018-01-18,Present
1,2018-05-21,Leave
1,2022-06-25,Leave
1,2022-03-23,Absent
1,2021-02-15,Leave
1,2016-04-22,Leave
1,2019-03-10,Present
1,2023-09-02,Present
1,2020-08-06,Absent
1,2024-05-11,Present
1,2023-09-09,Present
1,2019-11-18,Absent
1,2017-07-13,Absent
1,2019-05-22,Absent
1,2021-06-20,Absent
1,2016-05-26,Absent
1,2017-10-04,Leave
1,2018-03-17,Present
1,2023-09-13,Present
1,2014-11-22,Leave
1,2017-09-24,Absent
1,2020-02-22,Leave
1,2015-10-25,Present
1,2022-11-06,Leave
1,2015-11-12,Present
1,2023-12-30,Present
1,2018-12-08,Leave
1,2020-07-25,Absent
1,2017-05-20,Absent
1,2018-09-09,Leave
1,2024-08-04,Absent
1,2022-10-31,Leave
1,2015-07-24,Leave
1,2020-02-13,Leave
1,2018-01-07,Leave
1,2020-11-30,Absent
1,2022-10-08,Leave
1,2023-07-01,Present
1,2022-10-20,Absent
1,2015-05-13,Leave
1,2024-04-27,Leave
1,2017-09-06,Leave
1,2019-08-17,Leave
1,2022-02-19,Absent
1,2018-09-24,Absent
1,2022-09-10,Leave
1,2016-05-12,Leave
1,2024-05-22,Leave
1,2016-07-25,Present
1,2015-03-20,Present
1,2015-03-05,Leave
1,2021-09-19,Leave
1,2015-11-27,Leave
1,2024-02-10,Absent
1,2021-02-20,Absent
1,2017-06-23,Leave
1,2022-06-15,Leave
1,2018-09-16,Absent
1,2024-02-01,Absent
1,2022-07-29,Leave
1,2022-05-20,Leave
1,2019-01-31,Present
1,2018-02-21,Absent
1,2018-04-17,Present
1,2019-12-15,Absent
1,2020-07-29,Absent
1,2016-06-24,Absent
1,2017-02-21,Absent
1,2023-07-13,Leave
1,2018-01-01,Present
1,2017-07-17,Present
1,2018-10-06,Absent
1,2022-12-18,Absent
1,2023-10-26,Leave
1,2024-08-05,Leave
1,2018-12-08,Absent
1,2021-05-28,Present
1,2022-12-23,Leave
1,2020-10-11,Absent
1,2015-11-28,Leave
1,2015-07-18,Absent
1,2016-05-10,Present
1,2020-06-09,Absent
1,2016-06-05,Present
1,2022-02-18,Leave
1,2015-01-06,Present
1,2015-04-14,Present
1,2021-03-07,Present
1,2023-02-02,Present
1,2018-08-23,Absent
1,2021-03-28,Leave
1,2018-06-15,Present
1,2023-05-26,Present
1,2018-06-01,Present
1,2014-12-29,Leave
1,2018-05-09,Leave
1,2015-01-26,Absent
1,2021-02-14,Present
1,2022-04-22,Absent
1,2020-09-15,Present
1,2022-07-25,Leave
1,2021-04-15,Leave
1,2017-09-14,Present
1,2018-11-11,Leave
1,2020-04-05,Leave
1,2017-08-17,Present
1,2014-12-21,Present
1,2020-08-06,Present
1,2023-05-26,Leave
1,2024-07-23,Present
1,2016-09-04,Present
1,2016-04-21,Leave
1,2016-11-04,Leave
1,2022-09-16,Leave
1,2024-03-23,Leave
1,2017-01-24,Present
1,2023-05-27,Leave
1,2023-03-10,Present
1,2016-01-26,Present
1,2019-12-10,Absent
1,2019-04-10,Leave
1,2017-03-26,Present
1,2018-04-15,Leave
1,2018-10-02,Present
1,2018-06-19,Leave
1,2016-09-25,Present
1,2021-07-12,Present
1,2021-07-21,Leave
1,2020-08-08,Present
1,2020-08-22,Leave
1,2022-09-07,Leave
1,2021-05-28,Present
1,2019-06-12,Leave
1,2015-10-12,Present
1,2016-11-13,Leave
1,2020-10-03,Leave
1,2015-06-21,Leave
1,2017-05-09,Present
1,2015-01-31,Absent
1,2021-08-28,Absent
1,2023-03-07,Leave
1,2018-08-23,Absent
1,2015-04-25,Absent
1,2018-01-09,Absent
1,2017-04-23,Present
1,2019-04-19,Absent
1,2018-06-03,Absent
1,2019-11-03,Present
1,2022-12-02,Present
1,2022-05-08,Absent
1,2024-03-10,Absent
1,2016-09-30,Absent
1,2017-02-05,Absent
1,2016-09-16,Present
1,2020-11-14,Leave
1,2018-12-21,Absent
1,2016-03-29,Absent
1,2020-10-26,Absent
1,2015-04-15,Present
1,2020-09-18,Leave
1,2023-10-27,Absent
1,2016-11-06,Present
1,2019-08-23,Leave
1,2021-02-04,Absent
1,2019-03-12,Absent
1,2015-10-05,Absent
1,2017-04-13,Absent
1,2020-02-27,Present
1,2022-06-03,Absent
1,2019-10-07,Leave
1,2023-01-31,Present
1,2015-02-17,Present
1,2022-05-22,Present
1,2023-03-21,Present
1,2016-04-02,Leave
1,2014-08-07,Present
1,2022-11-20,Absent
1,2015-01-15,Absent
1,2017-10-27,Leave
1,2016-11-28,Present
1,2023-09-03,Present
1,2024-06-22,Present
1,2024-06-20,Present
1,2022-02-23,Leave
1,2023-10-06,Present
1,2021-03-07,Present
1,2018-01-06,Leave
1,2024-04-15,Leave
1,2016-02-08,Present
1,2017-05-25,Present
1,2015-02-05,Present
1,2018-07-21,Present
1,2018-01-17,Absent
1,2018-01-19,Absent
1,2018-06-01,Absent
1,2016-05-08,Absent
1,2022-02-13,Present
1,2016-12-27,Absent
1,2023-07-06,Present
1,2019-07-04,Present
1,2018-11-27,Present
1,2024-08-05,Leave
1,2018-01-04,Leave
1,2020-10-15,Present
1,2021-10-09,Leave
1,2015-04-16,Leave
1,2021-10-08,Absent
1,2023-10-12,Absent
1,2015-06-14,Leave
1,2024-03-01,Absent
1,2020-06-16,Absent
1,2024-02-14,Present
1,2021-04-19,Leave
1,2017-05-13,Absent
1,2018-04-29,Leave
1,2018-11-26,Absent
1,2015-08-22,Present
1,2016-08-03,Absent
1,2015-06-15,Present
1,2022-06-24,Leave
1,2015-11-22,Absent
1,2021-01-17,Leave
1,2020-11-21,Present
1,2024-03-31,Present
1,2021-05-23,Absent
1,2023-05-19,Absent
1,2023-02-20,Present
1,2022-07-30,Present
1,2020-08-25,Leave
1,2023-03-19,Absent
1,2023-06-05,Present
1,2020-09-15,Absent
1,2015-12-16,Present
1,2015-09-26,Absent
1,2018-05-18,Absent
1,2015-03-07,Present
1,2022-10-12,Present
1,2020-01-19,Leave
1,2018-06-13,Present
1,2021-05-28,Absent
1,2017-06-03,Present
1,2022-07-16,Leave
1,2022-03-11,Present
1,2018-01-12,Leave
1,2015-01-17,Absent
1,2018-03-31,Leave
1,2015-04-29,Absent
1,2016-06-18,Leave
1,2015-03-29,Present
1,2021-11-24,Present
1,2021-09-13,Absent
1,2015-04-29,Leave
1,2018-07-21,Present
1,2016-11-13,Present
1,2022-08-28,Leave
1,2022-11-12,Present
1,2023-11-06,Absent
1,2021-07-27,Present
1,2022-07-30,Absent
1,2015-09-14,Leave
1,2022-11-03,Present
1,2021-10-30,Leave
1,2018-07-05,Leave
1,2019-04-12,Absent
1,2023-08-04,Present
1,2024-04-23,Leave
1,2022-02-26,Absent
1,2016-04-23,Leave
1,2020-01-11,Leave
1,2021-02-06,Leave
1,2023-08-25,Leave
1,2023-06-09,Leave
1,2023-02-06,Leave
1,2020-04-11,Absent
1,2014-11-05,Present
1,2022-05-22,Leave
1,2016-07-27,Present
1,2017-12-24,Leave
1,2021-02-22,Absent
1,2016-04-13,Present
1,2016-12-04,Leave
1,2019-04-10,Leave
1,2016-03-03,Absent
1,2017-01-29,Absent
1,2021-05-26,Present
1,2022-11-25,Leave
1,2018-06-27,Absent
1,2015-01-12,Absent
1,2017-11-16,Leave
1,2023-03-23,Absent
1,2016-05-16,Leave
1,2019-01-03,Absent
1,2017-04-11,Leave
1,2015-05-13,Present
1,2020-07-24,Leave
1,2018-05-23,Leave
1,2021-12-11,Absent
1,2020-04-19,Present
1,2023-12-01,Present
1,2017-10-01,Present
1,2015-03-21,Present
1,2023-10-10,Absent
1,2017-05-22,Leave
1,2023-09-04,Present
1,2016-12-10,Present
1,2017-05-13,Absent
1,2015-05-07,Leave
1,2021-05-02,Absent
1,2024-03-02,Absent
1,2018-12-15,Present
1,2021-04-14,Present
1,2015-10-18,Present
1,2017-03-01,Leave
1,2024-06-22,Absent
1,2024-04-27,Absent
1,2021-06-25,Present
1,2014-11-19,Present
1,2021-01-09,Absent
1,2024-05-24,Present
1,2019-08-15,Present
1,2016-03-31,Absent
1,2015-05-28,Present
1,2016-02-12,Absent
1,2018-01-06,Absent
1,2021-02-06,Leave
1,2022-03-13,Present
1,2017-12-17,Present
1,2016-09-02,Present
1,2022-11-01,Absent
1,2019-05-03,Leave
1,2019-07-23,Absent
1,2020-08-18,Absent
1,2020-07-26,Present
1,2017-04-11,Absent
1,2022-07-07,Present
1,2015-06-01,Present
1,2023-04-23,Present
1,2024-01-27,Absent
1,2021-02-17,Present
1,2023-11-10,Present
1,2016-08-26,Present
1,2016-10-17,Leave
1,2022-11-22,Leave
1,2016-09-16,Absent
1,2023-07-10,Present
1,2014-08-27,Absent
1,2014-10-24,Leave
1,2024-04-21,Leave
1,2016-05-13,Leave
1,2014-12-05,Absent
1,2014-08-12,Absent
1,2015-02-16,Present
1,2016-01-22,Leave
1,2019-02-19,Leave
1,2014-12-12,Leave
1,2018-10-11,Present
1,2023-07-07,Present
1,2019-08-27,Leave
1,2018-01-17,Present
1,2020-08-26,Present
1,2015-07-23,Leave
1,2014-10-17,Leave
1,2016-12-18,Absent
1,2015-11-06,Present
1,2017-03-07,Leave
1,2019-02-03,Absent
1,2016-10-09,Absent
1,2014-11-17,Absent
1,2015-05-17,Present
1,2018-06-30,Leave
1,2016-05-01,Leave
1,2018-12-25,Absent
1,2023-09-07,Leave
1,2020-10-15,Leave
1,2018-04-12,Present
1,2024-07-11,Leave
1,2022-04-29,Absent
1,2024-05-29,Present
1,2023-05-12,Absent
1,2021-07-18,Absent
1,2017-04-01,Present
1,2023-12-29,Present
1,2014-11-05,Present
1,2014-08-12,Leave
1,2024-05-05,Leave
1,2019-06-12,Leave
1,2015-06-30,Present
1,2022-02-02,Leave
1,2022-01-26,Present
1,2019-05-22,Present
1,2022-01-10,Present
1,2017-03-21,Absent
1,2024-07-28,Present
1,2015-04-30,Leave
1,2020-03-28,Present
1,2017-10-17,Absent
1,2021-04-05,Leave
1,2017-10-25,Absent
1,2023-06-13,Present
1,2017-03-18,Absent
1,2016-02-05,Absent
1,2016-04-11,Present
1,2023-08-24,Leave
1,2014-11-16,Absent
1,2017-06-12,Present
1,2022-01-04,Present
1,2018-08-09,Leave
1,2019-05-23,Leave
1,2015-05-08,Present
1,2014-10-24,Absent
1,2017-09-19,Present
1,2018-04-12,Leave
1,2022-03-19,Leave
1,2019-01-17,Leave
1,2020-05-04,Absent
1,2021-12-10,Present
1,2022-01-27,Present
1,2024-07-08,Absent
1,2020-11-14,Leave
1,2016-12-26,Present
1,2021-03-16,Absent
1,2023-12-24,Present
1,2019-02-27,Leave
1,2023-03-29,Present
1,2017-01-29,Present
1,2016-10-06,Leave
1,2018-06-19,Leave
1,2023-08-23,Absent
1,2020-04-27,Present
1,2017-10-12,Absent
1,2014-12-03,Leave
1,2019-10-26,Leave
1,2015-08-06,Leave
1,2017-12-08,Leave
1,2020-04-14,Present
1,2021-08-14,Present
1,2014-10-01,Absent
1,2023-11-22,Leave
1,2021-02-07,Absent
1,2021-09-06,Leave
1,2020-02-23,Leave
1,2018-05-01,Absent
1,2022-01-30,Absent
1,2014-08-18,Leave
1,2019-05-25,Absent
1,2017-09-17,Absent
1,2016-03-21,Leave
1,2015-07-01,Present
1,2022-12-25,Leave
1,2024-04-23,Present
1,2018-08-26,Present
1,2022-07-27,Absent
1,2016-06-10,Absent
1,2023-01-30,Leave
1,2014-10-12,Present
1,2022-06-24,Leave
1,2021-08-10,Present
1,2022-05-03,Present
1,2014-10-21,Absent
1,2017-11-08,Leave
1,2022-04-11,Absent
1,2016-11-06,Leave
1,2020-09-27,Absent
1,2021-11-23,Present
1,2015-03-08,Leave
1,2021-08-23,Leave
1,2019-08-14,Leave
1,2016-04-28,Leave
1,2024-05-30,Absent
1,2023-03-08,Present
1,2017-04-05,Present
1,2020-03-06,Leave
1,2023-10-22,Absent
1,2021-09-15,Absent
1,2023-03-07,Absent
1,2020-08-20,Absent
1,2020-12-03,Leave
1,2019-11-14,Absent
1,2021-05-14,Absent
1,2017-01-12,Leave
1,2021-06-21,Leave
1,2015-01-16,Present
1,2015-12-04,Present
1,2019-09-11,Absent
1,2018-01-12,Leave
1,2023-06-08,Present
1,2015-11-08,Absent
1,2023-01-15,Leave
1,2022-10-04,Leave
1,2022-06-20,Leave
1,2024-04-25,Present
1,2023-10-31,Present
1,2016-08-20,Absent
1,2020-02-29,Absent
1,2016-04-18,Leave
1,2020-12-23,Leave
1,2015-06-09,Present
1,2014-08-09,Leave
1,2023-05-31,Present
1,2016-08-27,Leave
1,2020-10-27,Absent
1,2023-05-17,Leave
1,2015-07-23,Leave
1,2015-12-25,Absent
1,2017-12-21,Present
1,2021-04-10,Absent
1,2022-12-31,Present
1,2022-07-13,Leave
1,2022-01-28,Leave
1,2019-03-31,Absent
1,2015-12-18,Present
1,2021-09-09,Absent
1,2020-11-11,Present
1,2019-05-23,Leave
1,2024-06-23,Present
1,2020-07-26,Leave
1,2019-11-22,Present
1,2024-03-02,Leave
1,2019-04-16,Leave
1,2023-06-03,Leave
1,2019-12-16,Present
1,2022-09-26,Leave
1,2015-11-17,Leave
1,2024-06-19,Present
1,2014-08-21,Present
1,2020-04-27,Absent
1,2024-08-02,Present
1,2018-03-14,Absent
1,2018-02-27,Present
1,2024-02-23,Absent
1,2016-07-17,Present
1,2018-08-17,Leave
1,2018-05-31,Present
1,2020-11-20,Leave
1,2015-08-20,Leave
1,2018-08-12,Present
1,2018-03-13,Leave
1,2015-03-02,Leave
1,2015-10-21,Leave
1,2023-03-03,Leave
1,2019-09-23,Present
1,2019-05-20,Leave
1,2020-05-20,Present
1,2015-09-12,Leave
1,2015-07-15,Absent
1,2015-12-08,Present
1,2016-05-14,Present
1,2022-02-08,Present
1,2021-08-21,Present
1,2023-08-15,Present
1,2021-07-27,Absent
1,2016-01-25,Absent
1,2018-10-20,Leave
1,2020-12-29,Leave
1,2024-01-31,Absent
1,2019-11-03,Present
1,2021-08-19,Present
1,2023-01-25,Absent
1,2016-08-24,Absent
1,2018-04-25,Present
1,2016-10-31,Present
1,2023-05-16,Leave
1,2016-10-19,Present
1,2020-07-14,Absent
1,2015-07-19,Absent
1,2017-10-17,Leave
1,2019-09-29,Present
1,2023-01-14,Present
1,2018-07-12,Absent
1,2020-07-01,Leave
1,2019-06-05,Leave
1,2019-10-04,Absent
1,2021-09-05,Leave
1,2021-05-12,Absent
1,2021-03-13,Absent
1,2023-01-08,Present
1,2022-10-04,Leave
1,2018-09-14,Absent
1,2018-12-05,Absent
1,2015-04-18,Leave
1,2020-02-04,Present
1,2014-12-07,Absent
1,2016-07-05,Absent
1,2023-07-08,Present
1,2021-02-14,Present
1,2014-11-10,Absent
1,2018-03-18,Present
1,2015-12-13,Leave
1,2015-10-22,Present
1,2017-01-15,Absent
1,2018-07-31,Leave
1,2017-04-14,Leave
1,2018-10-23,Absent
1,2021-06-29,Present
1,2016-07-21,Present
1,2024-03-26,Leave
1,2024-07-12,Present
1,2016-07-12,Absent
1,2023-10-17,Present
1,2023-01-13,Absent
1,2021-03-10,Present
1,2022-06-29,Present
1,2018-05-21,Present
1,2016-01-19,Present
1,2022-02-28,Leave
1,2015-03-05,Leave
1,2019-06-18,Present
1,2017-11-30,Absent
1,2017-11-28,Present
1,2017-04-12,Absent
1,2023-08-12,Absent
1,2021-06-25,Leave
1,2020-06-12,Absent
1,2021-11-11,Absent
1,2014-09-01,Present
1,2019-02-15,Absent
1,2015-04-19,Present
1,2015-02-24,Absent
1,2020-07-30,Leave
1,2019-08-30,Absent
1,2023-04-30,Leave
1,2019-02-09,Absent
1,2023-03-04,Absent
1,2017-09-01,Present
1,2016-08-01,Leave
1,2019-08-15,Absent
1,2021-03-11,Leave
1,2015-05-27,Present
1,2021-06-04,Leave
1,2022-03-08,Leave
1,2016-02-02,Absent
1,2015-04-14,Leave
1,2017-12-19,Leave
1,2022-12-07,Leave
1,2021-01-30,Present
1,2017-03-30,Absent
1,2018-09-11,Absent
1,2022-07-09,Leave
1,2020-06-19,Leave
1,2019-02-15,Absent
1,2023-07-25,Leave
1,2021-12-31,Leave
1,2022-01-18,Present
1,2024-06-24,Present
1,2018-10-26,Present
1,2015-06-24,Absent
1,2016-12-19,Absent
1,2017-04-05,Absent
1,2015-04-21,Absent
1,2016-01-17,Absent
1,2018-09-09,Leave
1,2023-10-13,Leave
1,2019-10-15,Leave
1,2021-09-04,Absent
1,2024-03-12,Absent
1,2024-06-15,Leave
1,2015-04-19,Leave
1,2022-10-26,Present
1,2022-11-03,Present
1,2016-09-09,Present
1,2023-06-12,Present
1,2014-11-23,Absent
1,2019-01-04,Absent
1,2019-09-27,Present
1,2015-08-18,Present
1,2020-04-21,Present
1,2023-12-22,Absent
1,2017-02-06,Absent
1,2020-06-21,Present
1,2016-08-27,Absent
1,2022-01-28,Present
1,2017-04-08,Leave
1,2018-01-29,Present
1,2020-03-29,Present
1,2020-06-23,Absent
1,2017-03-12,Absent
1,2016-05-08,Leave
1,2020-04-26,Present
1,2021-11-19,Absent
1,2020-02-10,Absent
1,2017-07-11,Absent
1,2022-02-20,Leave
1,2022-07-16,Leave
1,2020-12-28,Present
1,2019-02-28,Present
1,2015-10-18,Leave
1,2017-09-29,Leave
1,2022-03-08,Absent
1,2017-01-13,Present
1,2016-11-05,Absent
1,2023-09-28,Absent
1,2016-04-29,Absent
1,2024-05-24,Present
1,2022-05-13,Leave
1,2017-01-04,Leave
1,2018-11-14,Present
1,2024-06-29,Present
1,2023-08-19,Present
1,2022-03-05,Present
1,2023-04-21,Present
1,2016-09-09,Absent
1,2015-01-30,Leave
1,2014-08-09,Leave
1,2018-01-19,Present
1,2024-05-29,Present
1,2022-11-08,Present
1,2017-08-11,Present
1,2021-05-02,Present
1,2019-06-11,Present
1,2019-05-01,Absent
1,2020-10-09,Absent
1,2021-10-25,Leave
1,2023-01-02,Leave
1,2016-02-07,Present
1,2019-09-09,Absent
1,2024-03-30,Leave
1,2022-06-21,Present
1,2015-08-10,Leave
1,2019-09-15,Absent
1,2022-05-18,Leave
1,2019-11-25,Absent
1,2018-02-26,Present
1,2021-03-19,Leave
1,2014-08-20,Present
1,2018-01-12,Leave
1,2019-05-25,Absent
1,2016-09-24,Leave
1,2024-06-06,Absent
1,2023-04-29,Leave
1,2015-04-30,Present
1,2014-10-07,Absent
1,2024-07-07,Present
1,2021-01-24,Present
1,2015-06-28,Present
1,2016-10-12,Present
1,2019-01-11,Absent
1,2024-07-05,Leave
1,2022-05-17,Leave
1,2018-04-10,Present
1,2022-10-05,Present
1,2019-12-13,Leave
1,2017-11-20,Leave
1,2023-05-27,Leave
1,2022-07-25,Absent
1,2023-06-19,Present
1,2018-08-23,Present
1,2018-07-07,Absent
1,2021-01-15,Leave
1,2021-04-20,Leave
1,2020-03-23,Leave
1,2015-10-19,Present
1,2023-06-14,Present
1,2023-04-02,Present
1,2019-12-05,Present
1,2014-08-31,Leave
1,2019-09-10,Present
1,2023-08-05,Present
1,2021-02-07,Present
1,2019-03-26,Leave
1,2020-02-24,Leave
1,2014-11-27,Absent
1,2015-07-01,Leave
1,2019-09-05,Present
1,2021-09-03,Present
1,2023-12-27,Absent
1,2021-12-16,Present
1,2016-03-12,Leave
1,2024-01-13,Leave
1,2017-09-05,Absent
1,2020-08-24,Present
1,2019-08-24,Present
1,2021-10-19,Absent
1,2022-12-05,Leave
1,2020-10-22,Present
1,2018-10-14,Present
1,2023-04-18,Present
1,2014-09-20,Absent
1,2016-12-24,Present
1,2015-08-04,Leave
1,2022-02-24,Present
1,2021-02-15,Absent
1,2018-03-28,Present
1,2021-08-04,Present
1,2016-05-13,Absent
1,2022-10-10,Present
1,2017-10-03,Absent
1,2018-11-18,Present
1,2020-07-06,Leave
1,2023-06-24,Absent
1,2016-11-17,Present
1,2023-08-07,Present
1,2016-05-05,Leave
1,2020-06-29,Present
1,2020-03-29,Present
1,2022-08-03,Absent
1,2015-12-09,Present
1,2022-03-15,Leave
1,2018-08-24,Present
1,2023-07-04,Leave
1,2014-09-20,Present
1,2014-11-18,Present
1,2022-02-05,Absent
1,2018-06-21,Absent
1,2019-01-18,Leave
1,2021-09-29,Absent
1,2019-09-09,Leave
1,2018-05-18,Leave
1,2023-01-11,Absent
1,2020-02-15,Leave
1,2020-08-01,Leave
1,2022-04-07,Leave
1,2016-12-01,Leave
1,2018-06-20,Absent
1,2014-12-01,Absent
1,2022-06-09,Leave
1,2022-11-08,Present
1,2020-09-25,Leave
1,2016-03-04,Absent
1,2019-02-02,Absent
1,2015-06-15,Leave
1,2019-05-26,Absent
1,2018-08-06,Leave
1,2019-10-13,Present
1,2014-08-19,Absent
1,2015-01-08,Present
1,2014-10-31,Leave
1,2022-04-01,Present
1,2016-04-17,Leave
1,2017-01-08,Absent
1,2023-10-19,Leave
1,2022-10-22,Absent
1,2018-03-27,Absent
1,2023-04-04,Present
1,2015-10-18,Absent
1,2015-11-15,Absent
1,2023-07-02,Leave
1,2021-02-04,Present
1,2024-06-18,Absent
1,2022-10-17,Leave
1,2023-10-19,Absent
1,2016-08-16,Leave
1,2019-04-13,Present
1,2022-06-25,Absent
1,2020-07-14,Absent
1,2019-09-05,Leave
1,2017-04-11,Present
1,2021-12-26,Present
1,2018-11-02,Present
1,2018-12-09,Absent
1,2020-02-01,Present
1,2016-10-31,Absent
